18,10,20,40,1010
18,11,22,41,1011
18,12,23,42,1012
18,13,24,43,1013
18,14,24,44,1014
18,15,25,45,1015
18,16,25,46,1016
18,17,24,47,1017
18,18,22,48,1018
18,19,21,49,1019
18,20,19,50,1020
18,21,18,51,1021
18,22,18,52,1022
18,23,18,53,1023
19,0,18,30,1000
19,1,17,31,1001
19,2,16,32,1002
19,3,15,33,1003
19,4,15,34,1004
19,5,15,35,1005
19,6,14,36,1006
19,7,15,37,1007
19,8,16,38,1008
19,9,18,39,1009
19,10,20,40,1010
19,11,22,41,1011
19,12,23,42,1012
19,13,24,43,1013
19,14,24,44,1014
19,15,25,45,1015
19,16,25,46,1016
19,17,24,47,1017
19,18,22,48,1018
19,19,21,49,1019
19,20,19,50,1020
19,21,18,51,1021
19,22,18,52,1022
19,23,18,53,1023
20,0,18,30,1000
20,1,17,31,1001
20,2,16,32,1002
20,3,15,33,1003
20,4,15,34,1004
20,5,15,35,1005
20,6,14,36,1006
20,7,15,37,1007
20,8,16,38,1008
20,9,18,39,1009
20,10,20,40,1010
20,11,22,41,1011
20,12,23,42,1012
20,13,24,43,1013
20,14,24,44,1014
20,15,25,45,1015
20,16,25,46,1016
20,17,24,47,1017
20,18,22,48,1018
20,19,21,49,1019
20,20,19,50,1020
20,21,18,51,1021
20,22,18,52,1022
20,23,18,53,1023
21,0,18,30,1000
21,1,17,31,1001
21,2,16,32,1002
21,3,15,33,1003
21,4,15,34,1004
21,5,15,35,1005
21,6,14,36,1006
21,7,15,37,1007
21,8,16,38,1008
21,9,18,39,1009
21,10,20,40,1010
21,11,22,41,1011
21,12,23,42,1012
21,13,24,43,1013
21,14,24,44,1014
21,15,25,45,1015
21,16,25,46,1016
21,17,24,47,1017
21,18,22,48,1018
21,19,21,49,1019
21,20,19,50,1020
21,21,18,51,1021
21,22,18,52,1022
21,23,18,53,1023
22,0,18,30,1000
22,1,17,31,1001
22,2,16,32,1002
22,3,15,33,1003
22,4,15,34,1004
22,5,15,35,1005
22,6,14,36,1006
22,7,15,37,1007
22,8,16,38,1008
22,9,18,39,1009
22,10,20,40,1010
22,11,22,41,1011
22,12,23,42,1012
22,13,24,43,1013
22,14,24,44,1014
22,15,25,45,1015
22,16,25,46,1016
22,17,24,47,1017
22,18,22,48,1018
22,19,21,49,1019
22,20,19,50,1020
22,21,18,51,1021
22,22,18,52,1022
22,23,18,53,1023
23,0,18,30,1000
23,1,17,31,1001
23,2,16,32,1002
23,3,15,33,1003
23,4,15,34,1004
23,5,15,35,1005
23,6,14,36,1006
23,7,15,37,1007
23,8,16,38,1008
23,9,18,39,1009
23,10,20,40,1010
23,11,22,41,1011
23,12,23,42,1012
23,13,24,43,1013
23,14,24,44,1014
23,15,25,45,1015
23,16,25,46,1016
23,17,24,47,1017
23,18,22,48,1018
23,19,21,49,1019
23,20,19,50,1020
23,21,18,51,1021
23,22,18,52,1022
23,23,18,53,1023
24,0,18,30,1000
24,1,17,31,1001
24,2,16,32,1002
24,3,15,33,1003
24,4,15,34,1004
24,5,15,35,1005
24,6,14,36,1006
24,7,15,37,1007
24,8,16,38,1008
24,9,18,39,1009
24,10,20,40,1010
24,11,22,41,1011
24,12,23,42,1012
24,13,24,43,1013
24,14,24,44,1014
24,15,25,45,1015
24,16,25,46,1016
24,17,24,47,1017
24,18,22,48,1018
24,19,21,49,1019
24,20,19,50,1020
24,21,18,51,1021
24,22,18,52,1022
24,23,18,53,1023
25,0,18,30,1000
25,1,17,31,1001
25,2,16,32,1002
25,3,15,33,1003
25,4,15,34,1004
25,5,15,35,1005
25,6,14,36,1006
25,7,15,37,1007
25,8,16,38,1008
25,9,18,39,1009
25,10,20,40,1010
25,11,22,41,1011
25,12,23,42,1012
25,13,24,43,1013
25,14,24,44,1014
25,15,25,45,1015
25,16,25,46,1016
25,17,24,47,1017
25,18,22,48,1018
25,19,21,49,1019
25,20,19,50,1020
25,21,18,51,1021
25,22,18,52,1022
25,23,18,53,1023
26,0,18,30,1000
26,1,17,31,1001
26,2,16,32,1002
26,3,15,33,1003
26,4,15,34,1004
26,5,15,35,1005
26,6,14,36,1006
26,7,15,37,1007
26,8,16,38,1008
26,9,18,39,1009
26,10,20,40,1010
26,11,22,41,1011
26,12,23,42,1012
26,13,24,43,1013
26,14,24,44,1014
26,15,25,45,1015
26,16,25,46,1016
26,17,24,47,1017
26,18,22,48,1018
26,19,21,49,1019
26,20,19,50,1020
26,21,18,51,1021
26,22,18,52,1022
26,23,18,53,1023
27,0,18,30,1000
27,1,17,31,1001
27,2,16,32,1002
27,3,15,33,1003
27,4,15,34,1004
27,5,15,35,1005
27,6,14,36,1006
27,7,15,37,1007
27,8,16,38,1008
27,9,18,39,1009
27,10,20,40,1010
27,11,22,41,1011
27,12,23,42,1012
27,13,24,43,1013
27,14,24,44,1014
27,15,25,45,1015
27,16,25,46,1016
27,17,24,47,1017
27,18,22,48,1018
27,19,21,49,1019
27,20,19,50,1020
27,21,18,51,1021
27,22,18,52,1022
27,23,18,53,1023
28,0,18,30,1000
28,1,17,31,1001
28,2,16,32,1002
28,3,15,33,1003
28,4,15,34,1004
28,5,15,35,1005
28,6,14,36,1006
28,7,15,37,1007
28,8,16,38,1008
28,9,18,39,1009
28,10,20,40,1010
28,11,22,41,1011
28,12,23,42,1012
28,13,24,43,1013
28,14,24,44,1014
28,15,25,45,1015
28,16,25,46,1016
28,17,24,47,1017
28,18,22,48,1018
28,19,21,49,1019
28,20,19,50,1020
28,21,18,51,1021
28,22,18,52,1022
28,23,18,53,1023
29,0,18,30,1000
29,1,17,31,1001
29,2,16,32,1002
29,3,15,33,1003
29,4,15,34,1004
29,5,15,35,1005
29,6,14,36,1006
29,7,15,37,1007
29,8,16,38,1008
29,9,18,39,1009
29,10,20,40,1010
29,11,22,41,1011
29,12,23,42,1012
29,13,24,43,1013
29,14,24,44,1014
29,15,25,45,1015
29,16,25,46,1016
29,17,24,47,1017
29,18,22,48,1018
29,19,21,49,1019
29,20,19,50,1020
29,21,18,51,1021
29,22,18,52,1022
29,23,18,53,1023
30,0,18,30,1000
30,1,17,31,1001
30,2,16,32,1002
30,3,15,33,1003
30,4,15,34,1004
30,5,15,35,1005
30,6,14,36,1006
30,7,15,37,1007
30,8,16,38,1008
30,9,18,39,1009
30,10,20,40,1010
30,11,22,41,1011
30,12,23,42,1012
30,13,24,43,1013
30,14,24,44,1014
30,15,25,45,1015
30,16,25,46,1016
30,17,24,47,1017
30,18,22,48,1018
30,19,21,49,1019
30,20,19,50,1020
30,21,18,51,1021
30,22,18,52,1022
30,23,18,53,1023
